chikanobu1	25	#423c32	#c8c0aa	#a4a49c	#c6b78e	#ac9f81	#3b413c	#62523a	#3f3244	#a29a88	#864e37	#403a3d	#312d2a	#b95532	#6c6861	#57514d	#483c28	#716770	#554b56	#bf896f	#816d4f	#362c1f	#959290	#827b76	#f3ab32	#684a0a
chikanobu1	25	#a4a49c	#a76c52	#7b7361	#362c1f	#827b76	#c6b78e	#b95532	#c8c0aa	#bf896f	#403a3d	#d1c6a5	#ac9f81	#3b413c	#864e37	#6a5f4e	#959290	#e5e1d6	#716770	#a29a88	#62523a	#4c544d	#c97052	#d4c79b	#a0fc62	#075ab6
chikanobu1	25	#4c544d	#544c3d	#362c1f	#62523a	#3b413c	#423c32	#a76c52	#e2dbc3	#b95532	#c9a285	#d0bb9b	#716770	#554b56	#b4b09e	#ac9f81	#6a5f4e	#c97052	#57514d	#90856f	#a3533d	#e5e1d6	#c8c0aa	#a4a49c	#51c792	#019f73
chikanobu1	25	#403a3d	#bdb497	#a38763	#62523a	#3f3244	#362c1f	#bf896f	#544c3d	#57514d	#827b76	#c9a285	#6a5f4e	#7b7361	#816d4f	#423c32	#b4b09e	#312d2a	#a4a49c	#6c6861	#864e37	#e2dbc3	#d0bb9b	#c6b78e	#6e080d	#3893e1
chikanobu1	25	#554b56	#544c3d	#90856f	#ac9f81	#716770	#403a3d	#b95532	#a29a88	#864e37	#6a5f4e	#423c32	#57514d	#4c544d	#959290	#a38763	#bf896f	#e5e1d6	#6c6861	#c8c0aa	#3b413c	#816d4f	#b4b09e	#c9a285	#f723f6	#0a1cc7
chikanobu1	25	#b95532	#57514d	#544c3d	#c97052	#716770	#62523a	#a38763	#362c1f	#483c28	#a4a49c	#e2dbc3	#90856f	#ac9f81	#d0bb9b	#6c6861	#3b413c	#bf896f	#827b76	#c6b78e	#c9a285	#7b7361	#4c544d	#6a5f4e	#cc95e2	#5f77f0
chikanobu1	25	#62523a	#403a3d	#864e37	#a38763	#6c6861	#c9a285	#a29a88	#c97052	#c6b78e	#e5e1d6	#959290	#6a5f4e	#312d2a	#d1c6a5	#3f3244	#827b76	#362c1f	#d4c79b	#554b56	#423c32	#716770	#544c3d	#a4a49c	#451ac3	#806a27
chikanobu1	25	#716770	#a4a49c	#423c32	#362c1f	#bdb497	#6a5f4e	#6c6861	#d4c79b	#3b413c	#403a3d	#312d2a	#57514d	#e2dbc3	#483c28	#d1c6a5	#a3533d	#b95532	#c6b78e	#c9a285	#3f3244	#62523a	#d0bb9b	#554b56	#fbfa23	#ef0d55
chikanobu1	25	#423c32	#6c6861	#7b7361	#d4c79b	#a29a88	#959290	#e5e1d6	#a38763	#90856f	#c8c0aa	#b4b09e	#483c28	#4c544d	#d1c6a5	#bf896f	#3b413c	#554b56	#c97052	#ac9f81	#403a3d	#544c3d	#62523a	#a4a49c	#41fe5a	#d05ed9
chikanobu1	25	#62523a	#3f3244	#716770	#a38763	#d0bb9b	#362c1f	#c9a285	#864e37	#a4a49c	#403a3d	#544c3d	#90856f	#e2dbc3	#ac9f81	#7b7361	#d4c79b	#827b76	#6a5f4e	#a29a88	#b95532	#e5e1d6	#bdb497	#c6b78e	#93e5b7	#f50b49
macke1	25	#eaeb74	#e9c76d	#8d8884	#9f8c61	#757c5d	#aeaa8f	#ccad41	#886b5d	#4e4548	#bca19a	#cc9650	#a24939	#5d453b	#f4ed3d	#778643	#916534	#f1edb0	#967884	#f4a433	#ce4d38	#834a41	#eed242	#dbc699	#500a39	#f54d5a
macke1	25	#677695	#e0e5ce	#6c6231	#4e4548	#e78637	#eaeb74	#ce4d38	#424268	#886b5d	#778643	#aeaa8f	#b4bf3d	#5d453b	#f4a433	#6e5131	#98b8c7	#ccad41	#abc878	#967884	#87a46e	#7a5a69	#bca19a	#834a41	#7fd75b	#47d025
macke1	25	#ce4d38	#abc878	#6c6231	#ccad41	#886b5d	#6e5131	#967884	#6a6967	#4e4548	#757c5d	#98b8c7	#eaeb74	#f1edb0	#e78637	#5d453b	#9f8c61	#8d8884	#f4a433	#424268	#e0e5ce	#f4ed3d	#87a46e	#677695	#f605c0	#1071a6
macke1	25	#98b8c7	#7a5a69	#5a553f	#cc9650	#8d8884	#886b5d	#f7bc30	#6a6967	#f1edb0	#e78637	#eaeb74	#834a41	#6c6231	#b4bf3d	#aeaa8f	#f4ed3d	#4e4548	#abc878	#778643	#ce4d38	#b3a25a	#5d453b	#87a46e	#8a9cdb	#9b6ab6
macke1	25	#dbc699	#f7bc30	#778643	#6c6231	#834a41	#aeaa8f	#f4ed3d	#5a553f	#98b8c7	#8fa445	#886b5d	#677695	#9f8c61	#b3a25a	#967884	#8d8884	#6e5131	#5d453b	#f4a433	#bca19a	#b4bf3d	#eaeb74	#757c5d	#a23f28	#cbd913
macke1	25	#834a41	#e9c76d	#6a6967	#5a553f	#eed242	#778643	#e78637	#f1edb0	#cc9650	#b3a25a	#916534	#6c6231	#6e5131	#7a5a69	#886b5d	#f7bc30	#aeaa8f	#abc878	#8d8884	#eaeb74	#967884	#f4ed3d	#8d7630	#b65909	#efdb24
macke1	25	#aeaa8f	#a24939	#9f8c61	#757c5d	#8fa445	#6c6231	#7a5a69	#cc9650	#778643	#5d453b	#ce4d38	#e0e5ce	#bca19a	#8d8884	#5a553f	#886b5d	#87a46e	#f1edb0	#e78637	#ccad41	#eed242	#916534	#6e5131	#2ae15e	#cf174d
macke1	25	#dbc699	#cc9650	#916534	#98b8c7	#b3a25a	#bca19a	#e0e5ce	#778643	#6a6967	#757c5d	#5a553f	#6c6231	#f4a433	#677695	#e78637	#a24939	#f1edb0	#967884	#834a41	#abc878	#6e5131	#8d8884	#9f8c61	#f15c77	#e146dd
macke1	25	#5d453b	#8d7630	#98b8c7	#ce4d38	#6a6967	#b4bf3d	#abc878	#8fa445	#424268	#834a41	#778643	#87a46e	#f1edb0	#eaeb74	#6e5131	#886b5d	#bca19a	#9f8c61	#dbc699	#e9c76d	#8d8884	#677695	#6c6231	#d7ee2d	#58f468
