chikanobu2	20	#1c1616	#c7351b	#c9a372	#665f88	#e4e0cf	#976f55	#46407e	#c19077	#7d2d1f	#cb645b	#f0c49c	#1a2148	#624b38	#cfc48c	#d29531	#e97f1b	#b387b5	#6e898a	#3c251f	#7f5f94
chikanobu2	20	#15140e	#81649c	#3b6726	#cf1a0b	#dfd0b2	#6e773c	#996c54	#b8ab9c	#0f2360	#3582ac	#e47f4a	#4e5361	#bb432b	#e5dfd4	#45427d	#868068	#ebc099	#7d371f	#ad7fb1	#29322d
chikanobu2	20	#d1150e	#e5a77c	#ecdccf	#111014	#ab7fb4	#3b6528	#823227	#694d3c	#e38348	#aa6e35	#1e2245	#3e2321	#b1170c	#c6aaab	#46427d	#e8d5b6	#c26760	#3784aa	#7a629b	#b23c2d
chikanobu2	20	#1a1612	#cc130a	#f3e7e9	#e1b077	#7f5f98	#e67c51	#49407a	#707638	#ec861c	#e05526	#f0b51c	#889652	#6c8c92	#cf9735	#ae773d	#aba162	#e3d0b0	#495a5a	#202b49	#b5422f
chikanobu2	20	#e4bb8e	#131815	#84717b	#eed9ce	#cb2d14	#e77d4c	#e4b076	#e05821	#f3b421	#0e2260	#1d234f	#614d37	#b7b09c	#1a1510	#f0bd9b	#a2c9ca	#c2936e	#b39c6a	#c7cc8f	#b41d11
homer1	20	#95634b	#948e7a	#331a1f	#ca7245	#d09f68	#bb6b43	#7791ab	#60402f	#a6543c	#943225	#ca885f	#848d8e	#a56940	#eba05c	#e1c097	#89583d	#c2a9ae	#eec886	#503233	#110e13
homer1	20	#7594a6	#95372f	#a59871	#2a111b	#d58650	#b77f50	#1a080b	#c46a47	#868570	#8c6555	#a4a193	#804031	#e09361	#9f846e	#c28365	#a45739	#bea3ad	#c19a6b	#742925	#8b704f
homer1	20	#eab160	#c56034	#7a2422	#748ea5	#ad6a46	#828e8e	#463732	#a93d25	#46211e	#9f6d4f	#943226	#a9987a	#190f0a	#7f442f	#d6925a	#241812	#a29a8e	#8e5e54	#33111b	#b8814f
homer1	20	#7093ac	#371619	#f2d08d	#c46034	#a7573d	#b87c4d	#e4a075	#a4835d	#e3c19a	#c87447	#64543f	#a27353	#a5a290	#858c8c	#7e472f	#e2a15a	#895d51	#d2783b	#8b8474	#a6634a
homer1	20	#ca7047	#9d8d7c	#d09760	#281514	#a26a52	#c98668	#efb55b	#6a372e	#655043	#e9a060	#898870	#b13d24	#7193a5	#c36333	#371a1d	#c37749	#80908d	#9e704d	#a3806b	#edca85
macke1	20	#e8eaca	#a0a064	#eccb45	#865a3d	#71646c	#715334	#87a56a	#966538	#5d473f	#9e4535	#cb9654	#a8c676	#e0c99d	#685e2c	#b1a65d	#6c6e65	#677598	#b7be42	#8c6c59	#97bdc3
macke1	20	#f5e83e	#6c759a	#ca493c	#6f6736	#ecedac	#b1af8e	#9db5c7	#695232	#e6cc6d	#788241	#8fa543	#8f8788	#747b5f	#b7a59f	#a08d61	#86a769	#887533	#c8994d	#58423c	#edea78
macke1	20	#7d5d65	#e3e3cb	#42436a	#f1d43f	#e68335	#aac475	#846f5d	#834546	#524545	#84a970	#d0b140	#a4453a	#92a243	#97b6c7	#bba39c	#a08d60	#787e59	#8d8986	#b2a58e	#666663
macke1	20	#e0e2ce	#775565	#94a143	#e28932	#f3d13d	#a9ab90	#edf2ad	#afbf3d	#afa059	#f9b735	#59543d	#d0ac45	#7a815b	#aec57b	#bba69e	#696035	#8c8c88	#f1a937	#7c8b47	#d7c299
macke1	20	#eceed3	#7b6875	#6d5b4b	#a59c63	#f2d045	#c79254	#e3e3d2	#8d6639	#55503b	#685d2e	#788947	#824c43	#85a469	#e68138	#7c596d	#f2c132	#aac875	#d0ac3d	#927335	#b0bf39
monet1	20	#6f855e	#b0afc0	#7c7e87	#5b516a	#685c49	#837f97	#6b8e89	#699264	#473e62	#635854	#819299	#6e7148	#5e684d	#606f69	#53557c	#9791a5	#9da7b2	#b0abbb	#714341	#533b40
monet1	20	#99a1b6	#678950	#555a7b	#74423e	#61736b	#918d82	#7b6d5d	#b0b1ba	#b8bfc7	#747250	#46374d	#655b4a	#585a68	#534553	#788a95	#674a5a	#644c42	#7c7a86	#818771	#9790a2
monet1	20	#58754d	#59393a	#797ea1	#a2aaae	#4b3a63	#4e3245	#a5aa9e	#5d8449	#647181	#745d4c	#5b4a60	#5c4846	#618b65	#6c9186	#796d5d	#568162	#534d5a	#7b8653	#747a7d	#585081
monet1	20	#9ea8b9	#4f5a7c	#61764d	#709984	#743e42	#5c746a	#645155	#4b3b66	#473348	#b0abbc	#63595c	#524a50	#706b4e	#7d8455	#b7bbc3	#5b4c44	#7e7a84	#795a4b	#6c6470	#a5ab9e
monet1	20	#6e6252	#6d8065	#534d5f	#7d8393	#b0abb9	#668860	#848b72	#95959c	#6f6870	#5d7670	#766846	#8a7471	#5d8062	#7d8350	#6b4a54	#5e4b3f	#a3a3ac	#918a85	#6b8f8a	#4d4b58
photo_joaquin_rosado	20	#9e8957	#a59a97	#2f301f	#7d6769	#ffffff	#653e33	#928672	#98734d	#5b2826	#999fa9	#6a6759	#3c4535	#757849	#63522a	#25203e	#151315	#aea5a6	#9b877c	#506652	#5f4f6b
photo_joaquin_rosado	20	#816e98	#612d29	#dcbf46	#ccccaf	#384318	#27213a	#bc96a2	#854e4e	#877d8f	#333637	#94a5af	#3c4539	#121511	#b98183	#b7ac69	#49694d	#956e6e	#b0a3a8	#ab946b	#51575a
photo_joaquin_rosado	20	#816e9b	#c27985	#c0a84f	#54545a	#c6c3b0	#5a2d2a	#3f443a	#bb9c9d	#1e3484	#787c80	#6c645a	#95a5af	#606b2a	#643e47	#30451b	#edf0f1	#debb46	#9b8881	#665626	#7e784d
photo_joaquin_rosado	20	#b97c86	#b2a36b	#866e9c	#6c6954	#ccc8b3	#695529	#604641	#d5bb45	#938c6e	#50595b	#888541	#506a4d	#213782	#81554a	#612428	#997545	#956a5b	#58682b	#5c4c6a	#303031
