chikanobu1	15	#8a7a64	#c3ac8b	#273a1e	#79716d	#c7c9a4	#c18a66	#debe9c	#dabc94	#c65629	#99b395	#614c3a	#e4e2e0	#4e483f	#c47953	#5f5849
chikanobu1	15	#5b535a	#5b4a56	#37443f	#bac0a3	#5f6a41	#dac7aa	#a05935	#99795f	#aa5226	#bc9881	#483a33	#8c6640	#3a243c	#edd4cf	#d7eacc
chikanobu1	15	#2d1f26	#e9e8d9	#5f4b3e	#c6ad92	#aaada3	#97958b	#806f5b	#d5d199	#9b593c	#d2a38f	#5e4e3d	#c66158	#a29363	#443d39	#c2937a
chikanobu1	15	#996f4c	#c0c18d	#ae998f	#c8bfa3	#494d5f	#73796d	#534f4b	#e7e4dd	#6e726d	#48454e	#948169	#9eaf91	#cdbda0	#3d4929	#73825f
chikanobu1	15	#554f47	#95937b	#947971	#ca735b	#353335	#31302a	#836f5e	#66542d	#c4bf9f	#355036	#959c7b	#7f532e	#837c52	#738177	#3a3b3e
chikanobu1	15	#7d7369	#3e2413	#82704e	#bea795	#3e3b35	#43484a	#6d5b48	#583c49	#bec18d	#846e7b	#b5918b	#9a4b39	#c9be8c	#9b8c5f	#36462e
chikanobu1	15	#3c2a26	#bfae8b	#959269	#585338	#c49b81	#60505e	#efddcb	#a2ac8d	#6f7461	#625d44	#4e4b34	#82715b	#a0988f	#312014	#ad918b
chikanobu1	15	#93947d	#aa5c49	#766159	#7f6843	#b85f30	#af9f90	#988f5f	#6f7266	#665b6c	#9c6e58	#4e3929	#473039	#545657	#8a7958	#705f48
chikanobu1	15	#514323	#969c8e	#8e7144	#543437	#443051	#59463f	#342229	#ab956e	#d89483	#dcdcc7	#b6aba6	#493639	#4c6054	#988971	#985a36
chikanobu1	15	#917f7a	#483c1f	#b4a8aa	#ab4d4c	#ab6252	#775d29	#4a4f2f	#756b62	#dfd1b9	#bac8a3	#505645	#696052	#d9dce3	#4b4648	#888377
seurat1	15	#b3bc50	#656b46	#6d8652	#705e1a	#463c18	#713325	#e3bd6b	#839488	#f8dbad	#3f3e11	#c0b98f	#5a5537	#968628	#97917e	#729126
seurat1	15	#a7c4a1	#a49d5d	#b3c98a	#4e484a	#4f3147	#3a1f20	#75686e	#e2d674	#9b9665	#643d20	#a9bb4f	#d5a27b	#b8c98c	#394616	#85713d
seurat1	15	#c1cb8b	#a19520	#989d56	#6f546d	#935241	#c0ab7c	#c4bf95	#3d4b1a	#838a3f	#b4a79a	#361c14	#527515	#9ba074	#808a43	#d1ae42
seurat1	15	#dab565	#818e65	#95b567	#bec0ae	#858551	#8c8472	#ecec7d	#5e6f29	#493e18	#463654	#8d6148	#7c7983	#412415	#e5e865	#3a4115
seurat1	15	#9b5c40	#c4b348	#e9df68	#775166	#6d8938	#b8872f	#b3b261	#383828	#6d680f	#adca7d	#6a6546	#976b49	#693115	#997f30	#2b1411
seurat1	15	#4e4c45	#aeae54	#573824	#bdad70	#34311a	#8b5025	#ebf597	#e9ebc4	#7f5d4c	#4b451b	#837e4c	#65522f	#748342	#9e7871	#422e53
seurat1	15	#89907d	#ae8659	#526f4a	#9e9d50	#665667	#7a9388	#836844	#7d5911	#463512	#5d300e	#9f8471	#749153	#924f3c	#cba981	#b8bf60
seurat1	15	#d2d884	#57643b	#bd9d53	#6f2b24	#e5e364	#533718	#635e4d	#a48c22	#352610	#312a0a	#ad7b7c	#bbb05c	#c7a93e	#e7d885	#7b7b53
seurat1	15	#3d2314	#f6d9a1	#c99f89	#7a616b	#c6d58a	#789343	#242e0a	#81594c	#e6b370	#888984	#8c7e70	#e8cfae	#b0886f	#def278	#acbca2
seurat1	15	#908d74	#f3cf5d	#b9867c	#8f8e5a	#a25929	#7d9536	#7d898f	#7c8f3f	#304420	#dcc565	#715e1d	#865428	#f3d480	#705f47	#d0b84a
photo_powi	15	#66989c	#9d9627	#d6d896	#f4f01a	#e5fce9	#2d3a01	#4b80d0	#62a6db	#938d3a	#8e5f01	#48611a	#507dd9	#6c4191	#30234a	#cee3f3
photo_powi	15	#5b4517	#6f99dd	#8e957c	#886512	#5e89a2	#3a76c5	#7ea91e	#fff61b	#5e7712	#b88d07	#160a00	#7b617a	#71a0f5	#a2c523	#723600
photo_powi	15	#708e9c	#243d04	#5a2703	#342d00	#ab9d1d	#c3c1b5	#5e6a05	#4f89c0	#d8ecf6	#7d956d	#6a4180	#405110	#7c964f	#b9c14f	#c8e18b
photo_powi	15	#b1bae9	#d0aa1d	#3a6bc2	#f0f2ec	#cde0f5	#bec348	#4a6911	#241e00	#ae7e07	#7a6f10	#a4bee8	#f5fb16	#e2bf1f	#689edd	#514902
photo_powi	15	#dda200	#7c8a70	#7b9f99	#f0c922	#6fa3d6	#695a80	#afd25b	#595740	#5e3b00	#272631	#8da03b	#8f5b0f	#2d2d18	#a97917	#bec6e1
photo_powi	15	#e6e6da	#76a119	#397fdb	#919d7f	#3c3a42	#b2bdc5	#0c1f03	#2e263f	#915e08	#7ea6f1	#5792f8	#ecb81a	#3e4002	#b46614	#6f8f99
photo_powi	15	#59aaee	#aa7a1b	#261e0a	#444806	#b5b5ae	#64790d	#9e7760	#a89a13	#5b6b04	#223417	#c4c85f	#633c98	#fcee11	#758779	#363d35
photo_powi	15	#4c1b00	#6093ee	#869042	#81a9e1	#93991d	#52653e	#414e3b	#6f8b22	#b9cae1	#6e2800	#dee8dc	#908564	#acb524	#646d0a	#ccb7cc
photo_powi	15	#d5ce9c	#f7eb20	#1b0f14	#401b48	#9c560c	#425030	#6b9222	#969412	#73a8f3	#e8a001	#d3dceb	#55408e	#3a0f14	#fcfbea	#2e2503
photo_powi	15	#8d746e	#7a7285	#7b8f41	#f2c906	#dfaa06	#62532a	#75851c	#6b4300	#71a7db	#5f4b00	#619fcc	#74bbe4	#357ac0	#99b6ed	#11240b
seurat4	15	#ceb73a	#7a833f	#948b57	#907f5a	#c9c7a3	#90a568	#b9c06f	#b4a932	#627793	#708272	#8d4d5e	#554c76	#556086	#a79941	#636ea0
seurat4	15	#cabe9f	#c3914c	#8e8995	#c8bd55	#b1984e	#a79d70	#67758d	#817974	#9dae38	#647559	#85905e	#bdb96e	#994253	#9f5260	#816886
seurat4	15	#b7b89e	#92988d	#7e6949	#686f44	#a79581	#6c8769	#6d695e	#e6d441	#6d3e59	#b49441	#d19b2a	#906636	#cbbb43	#69766f	#7e8088
seurat4	15	#936d78	#7a5931	#8b8756	#b4ac2c	#bdbc43	#e9ce3c	#8a829f	#814958	#8994a9	#8f668a	#847a62	#a5a185	#9ba67f	#656a83	#5f667d
seurat4	15	#645338	#929a94	#b9afa5	#86969c	#53652e	#c8b453	#817b88	#9d9e7e	#c6b12d	#595f54	#879a7f	#677d79	#5f6e78	#6e494b	#7d8055
seurat4	15	#6f465f	#9da172	#88633c	#58707c	#53533b	#d0c24a	#96862b	#c0b482	#6b5e56	#8492b3	#8a8864	#a0a488	#9791a6	#c2af2d	#cfd447
seurat4	15	#83678e	#c1c39b	#51546a	#84a18c	#cd9f30	#a9bb9e	#614037	#858942	#60608e	#8c6549	#796e95	#7e8d66	#c99f4a	#9a8a92	#cfb953
seurat4	15	#8e9c9b	#9f6849	#627e78	#d4b72c	#857e42	#aba4ad	#7f705f	#b9b3af	#95a69f	#625078	#707037	#bf974b	#cfc532	#8d7e6d	#ba9f83
seurat4	15	#987630	#648261	#6f692c	#cfc858	#7b6f68	#9da15f	#868b68	#878c9d	#bdb8a9	#bc957e	#4c5288	#858239	#a7b1a3	#6a7768	#72847f
seurat4	15	#ceb449	#957751	#818a7a	#8d335b	#778a4d	#4b5568	#88a35d	#a55065	#a0ae2d	#6a6634	#4c5567	#8a7442	#846f62	#809582	#c29b60
chikanobu2	15	#8e8568	#6e5843	#002e6f	#b40d03	#dd1b14	#faae16	#deba7f	#db8751	#76341c	#f6e8ce	#1d1b0d	#e6b09d	#879140	#473115	#bf615f
