chikanobu1	15	#c9a285	#959290	#e2dbc3	#a3533d	#a29a88	#c8c0aa	#62523a	#b95532	#a76c52	#544c3d	#90856f	#d1c6a5	#b4b09e	#312d2a	#e0f534
chikanobu1	15	#bdb497	#a29a88	#bf896f	#62523a	#c97052	#6a5f4e	#716770	#57514d	#3b413c	#827b76	#816d4f	#ac9f81	#483c28	#4c544d	#ae58bf
chikanobu1	15	#57514d	#716770	#864e37	#6c6861	#4c544d	#554b56	#bf896f	#827b76	#a38763	#403a3d	#3f3244	#c8c0aa	#816d4f	#d4c79b	#cafa14
chikanobu1	15	#7b7361	#816d4f	#6a5f4e	#423c32	#d0bb9b	#57514d	#312d2a	#a38763	#ac9f81	#403a3d	#e2dbc3	#d1c6a5	#a29a88	#c6b78e	#f2e851
chikanobu1	15	#c8c0aa	#bf896f	#d4c79b	#b95532	#403a3d	#312d2a	#90856f	#57514d	#6a5f4e	#a4a49c	#a29a88	#c6b78e	#c97052	#d0bb9b	#ff68a7
chikanobu1	15	#d4c79b	#7b7361	#e5e1d6	#6a5f4e	#b95532	#423c32	#716770	#3b413c	#403a3d	#4c544d	#827b76	#3f3244	#483c28	#a3533d	#274724
chikanobu1	15	#d1c6a5	#959290	#423c32	#7b7361	#554b56	#a3533d	#a4a49c	#c8c0aa	#a76c52	#57514d	#827b76	#362c1f	#a29a88	#b95532	#c2e655
chikanobu1	15	#d1c6a5	#403a3d	#a3533d	#a38763	#312d2a	#b4b09e	#6a5f4e	#57514d	#3f3244	#4c544d	#7b7361	#c8c0aa	#423c32	#90856f	#3ffdcc
chikanobu1	15	#d4c79b	#c8c0aa	#483c28	#864e37	#362c1f	#716770	#bdb497	#bf896f	#7b7361	#6c6861	#c6b78e	#ac9f81	#3f3244	#d0bb9b	#ad46fb
chikanobu1	15	#3f3244	#312d2a	#554b56	#7b7361	#362c1f	#c97052	#6a5f4e	#816d4f	#c9a285	#b95532	#a38763	#a29a88	#b4b09e	#827b76	#85bfec
macke1	15	#f1edb0	#4e4548	#dbc699	#886b5d	#aeaa8f	#e78637	#6e5131	#778643	#834a41	#ccad41	#f7bc30	#98b8c7	#87a46e	#8d7630	#0d012b
macke1	15	#98b8c7	#ccad41	#834a41	#abc878	#778643	#e9c76d	#f1edb0	#886b5d	#eaeb74	#8d8884	#b4bf3d	#6e5131	#5d453b	#8fa445	#36dc3a
macke1	15	#eed242	#ce4d38	#8fa445	#b3a25a	#4e4548	#8d7630	#5d453b	#6c6231	#e78637	#e0e5ce	#eaeb74	#f4ed3d	#916534	#87a46e	#5bc688
macke1	15	#cc9650	#f1edb0	#8d7630	#dbc699	#abc878	#f7bc30	#424268	#f4ed3d	#98b8c7	#87a46e	#b4bf3d	#916534	#ccad41	#8d8884	#862488
macke1	15	#eaeb74	#f1edb0	#8d7630	#5d453b	#98b8c7	#e0e5ce	#8d8884	#916534	#424268	#757c5d	#9f8c61	#5a553f	#b3a25a	#87a46e	#e93421
macke1	15	#916534	#b4bf3d	#757c5d	#8fa445	#6e5131	#eaeb74	#7a5a69	#4e4548	#ce4d38	#f4a433	#8d8884	#5d453b	#f7bc30	#87a46e	#8aade3
macke1	15	#f7bc30	#ce4d38	#f1edb0	#ccad41	#778643	#f4ed3d	#a24939	#4e4548	#eed242	#916534	#abc878	#6c6231	#967884	#6e5131	#2d5bb4
macke1	15	#dbc699	#8d7630	#e9c76d	#757c5d	#f4ed3d	#8d8884	#eed242	#967884	#e0e5ce	#5d453b	#886b5d	#cc9650	#6a6967	#916534	#544ec6
macke1	15	#677695	#6a6967	#98b8c7	#778643	#cc9650	#7a5a69	#f1edb0	#8d7630	#abc878	#8fa445	#e78637	#bca19a	#6c6231	#b4bf3d	#9c1887
macke1	15	#ccad41	#916534	#834a41	#aeaa8f	#f4ed3d	#b3a25a	#6e5131	#f7bc30	#e9c76d	#ce4d38	#6a6967	#87a46e	#886b5d	#abc878	#49f6e2
