photo_jinkazamah	25	#669137	#c3bb83	#d0a990	#1f171c	#b79b3b	#322e1b	#f6fbda	#7d643e	#97ab93	#6e572d	#c5e435	#e6f6a8	#bfb168	#381b0c	#738525	#e7f4ec	#a7c049	#71794f	#73291b	#c3bd98	#798369	#b2b925	#999048	#2ce84f	#b83b49
photo_jinkazamah	25	#bda369	#cb922b	#e0e983	#742318	#cfaf7f	#939773	#493b27	#aaaf8e	#e9eadd	#eabe6d	#b5b980	#9c330e	#213421	#515849	#bec19a	#edf8af	#eacf92	#726d3b	#64a435	#5e721d	#635a29	#787d55	#e2e7c1	#23db8e	#298c9b
photo_jinkazamah	25	#41471f	#3e6427	#c6c5b5	#919826	#6f8045	#b9bb4d	#b6b979	#5e7212	#cea583	#9a360f	#dae25a	#7f8a29	#463b1b	#a4bb2c	#ddf288	#e1edb7	#b8b161	#dac69a	#76643e	#625f42	#c39530	#281812	#609c2f	#e5cd58	#8c11b8
photo_jinkazamah	25	#e8e280	#bda674	#efe5f6	#6e512f	#484343	#3b1c12	#e1c58f	#ecc86d	#1c1710	#caa980	#a4b234	#c0923c	#514e1c	#505f40	#979e18	#b3bf52	#9d2513	#919479	#2a3715	#becc6f	#e4db59	#98ab8e	#646e1d	#509d87	#ff0d0d
photo_jinkazamah	25	#221619	#ceceb3	#999e95	#503919	#808d23	#918e4b	#e9e0c0	#657217	#caa78b	#b2b553	#823023	#332403	#b8c58d	#706432	#738471	#912514	#939d1a	#6d502f	#b79134	#326630	#bfc970	#e6e481	#988647	#c25fcc	#0743e7
photo_jinkazamah	25	#ba8c3d	#c1ad87	#f1e9d4	#100e0f	#ddc58e	#777660	#9a9576	#dbf08e	#7e6b37	#b4aa69	#e8ecb1	#6a4a23	#cbe435	#9ba69c	#a0853f	#89a11f	#919155	#575435	#3f471e	#b8af4a	#385c31	#5b912f	#767e20	#8a375a	#e2cc74
photo_jinkazamah	25	#616446	#415711	#a48b48	#738522	#7cac64	#391a03	#58a23c	#d3d962	#7a2914	#edf0a4	#b4ba98	#f6f5f0	#a9c058	#8a9e5d	#e9c994	#9eae91	#9a9376	#47503c	#b6cc77	#92330b	#decc5b	#f3f6d8	#5b6817	#6e73c4	#8be96f
photo_jinkazamah	25	#3b6c37	#77ab66	#787142	#9c9871	#14210a	#c4d33c	#3a2407	#b6bf33	#73682d	#b2a063	#978744	#5f9a3d	#506547	#e9c55f	#5e502a	#969f24	#f3efa6	#2b3b20	#b0c49d	#f2f9e5	#818622	#4c4820	#e0e2c8	#cb4bc7	#0d28ec
photo_jinkazamah	25	#d4de3b	#768047	#e4ca87	#dde465	#6d4c2f	#798720	#beb164	#316738	#7c632c	#71806a	#8f9b6d	#161716	#962611	#c79738	#579c40	#ebf2af	#958e5d	#919d18	#b7b58a	#e7f0b7	#c1c783	#4b513b	#c9caaf	#ac385a	#a385a7
photo_jinkazamah	25	#dfdfb7	#ccdd38	#b5a072	#6c5324	#a3bc2d	#3c6827	#75724e	#361f00	#72881e	#49411e	#b9ba72	#a7bb54	#1e181c	#70776e	#b1bd8a	#d8db63	#e8e9f1	#dcf28b	#465145	#998a3e	#597418	#761f1c	#9aa127	#5cf269	#125260
