chikanobu1	15	#5d6459	#807481	#c6b198	#e2d4a1	#a24e3a	#303015	#b86935	#5a5a40	#756a72	#574744	#384527	#474927	#c78b6f	#917d69	#8f1c1f
chikanobu1	15	#c6a595	#daddca	#a6a58d	#887a5f	#bdb694	#5f4f48	#55544b	#b0b99d	#69625f	#b3aa7c	#47563e	#9e9b95	#859075	#432841	#e147af
chikanobu1	15	#b69761	#775556	#7e7567	#43322f	#e4dcc4	#c1ba90	#934e3e	#aa8467	#859896	#b9b1a8	#563c47	#c45e32	#6e7579	#ceb788	#fa141a
chikanobu1	15	#d3be9b	#bd4a37	#3c4138	#a59e96	#dbb79c	#bbb195	#5e454a	#737264	#23362b	#333018	#cd7752	#909e8b	#624b68	#696a64	#c228af
chikanobu1	15	#807960	#6f725a	#decca7	#b1a471	#b3a392	#c8c69f	#375242	#c9aea0	#895a30	#b07966	#8e816c	#583e2b	#5f4238	#515a5b	#f92a35
chikanobu1	15	#3c2e4f	#737857	#cab7ad	#695e52	#384641	#aa9664	#a19183	#342f20	#816f70	#5e4b43	#ada59e	#51464a	#938d8b	#bdbf99	#7c2a7c
chikanobu1	15	#b95b3a	#f0eac9	#dad9b2	#d4c7a9	#6a6959	#58513b	#823f35	#483735	#3e4b23	#58474b	#5e514a	#c47151	#a64c37	#3a411d	#ab1950
chikanobu1	15	#76725c	#b49ca8	#959c88	#908581	#e2c0ab	#dee2ce	#958973	#c49f87	#dbe7d8	#9da295	#5e4e45	#a4745e	#a26e4d	#8c6a44	#551560
chikanobu1	15	#3e3b37	#52504f	#c35f24	#3f2b4b	#c9b996	#d5d89e	#5e6166	#9f4d37	#4f3046	#7a654a	#aba584	#5e5231	#acbb9d	#859079	#3e8d5f
chikanobu1	15	#7e6256	#8d5d3b	#d7a086	#ceb3aa	#e3dfd9	#b1baa7	#373623	#36303f	#ce6d4d	#a7947c	#5d4f4e	#ae4a43	#54483b	#4b3933	#73312b
macke1	15	#7a523e	#a33e3b	#9eabc7	#f6f742	#db9b4f	#af975d	#816c2d	#8d7b7e	#6d8546	#efc870	#f5e5ae	#898283	#544c37	#93404b	#d9a441
macke1	15	#857a60	#6e4738	#b29991	#8b9188	#b1cd38	#a1513f	#f3eb2f	#6b6930	#c23d2e	#fae4bb	#fec02f	#6a666e	#aa9d60	#48395e	#4b4de1
macke1	15	#91917e	#d3be41	#946035	#99788c	#e1d76b	#f5f7ac	#885e60	#8d9946	#56424f	#ab5436	#68668a	#7f4c44	#685d36	#8a9576	#9eac23
macke1	15	#dd8138	#a7b7d6	#a8c53c	#ccb146	#9a946f	#e0c4a2	#583b43	#775033	#746659	#848684	#fabb37	#5f603e	#836e61	#9a6d86	#a5661b
macke1	15	#f5e54a	#aa876a	#8e7160	#866937	#675f3b	#95a43a	#bd9450	#775767	#eee870	#eace45	#eace66	#86798c	#f4c132	#3a4f6b	#b55f79
macke1	15	#bfa793	#7d868b	#734f33	#714f68	#b0b65e	#5a631f	#ebc2aa	#83473d	#c0ab3f	#ebdd76	#a17181	#f9c440	#709243	#f2dfb0	#e7c431
macke1	15	#edf5a0	#e2f4cc	#b7b397	#eceb3d	#9eb43a	#81815d	#eabd79	#d2a755	#424258	#3c533b	#a56730	#eca136	#fdbe43	#664833	#550a63
macke1	15	#68696b	#8da86d	#da5843	#7c6655	#964435	#474540	#f7cc4a	#8e888e	#85738b	#70412d	#88a14e	#ecda4a	#644c35	#866e34	#08c7af
macke1	15	#86a070	#d5efce	#fcedac	#7b6c5c	#ffdc48	#b6c942	#5c6f9f	#6f863c	#847b50	#f0f279	#8c9052	#9c9d47	#ebcd2f	#6a6468	#1d46c4
macke1	15	#44414f	#ffab2f	#804837	#82785c	#9b7245	#626046	#766c9c	#667661	#d49a5c	#7d4324	#a9be85	#87b169	#e2e478	#9b9a40	#cf2dde
photo_sudeep1106	15	#2d1003	#f7e759	#ce2a0a	#ebefd1	#753f18	#521c00	#d24410	#cb730f	#c11400	#352e0f	#982413	#ffb517	#f0955a	#fd9918	#5744b1
photo_sudeep1106	15	#fc9549	#ff9a0e	#d76400	#f8df8d	#c95e05	#6d4a11	#f6dc24	#ff722e	#ff580f	#f14216	#391918	#720e01	#faa348	#b2461b	#d4c4cc
photo_sudeep1106	15	#a41d03	#966610	#ff974f	#fca443	#863318	#ffd25d	#6c3919	#3c1400	#0f2c09	#f6eb5e	#ea951d	#c47c0e	#fffcce	#a3693a	#841f39
photo_sudeep1106	15	#731400	#d23b1d	#ffa672	#b28d00	#4e2700	#fbeb98	#953e11	#d91303	#f79664	#ee9343	#7b4804	#feee35	#773617	#f63000	#e4df87
photo_sudeep1106	15	#ff4b16	#412f0e	#fbf9ce	#ad8801	#e9bb52	#742d0f	#121304	#f07116	#ae6d3c	#9b6806	#f47d1d	#4d2903	#f17346	#f6983d	#ce0905
