chikanobu2	20	#161015	#cd3115	#d5ab6d	#705982	#edd8c6	#947150	#49437b	#c49a72	#7f2b1a	#cc6d61	#e9c294	#1b2648	#5d4c3c	#ced189	#ce9833	#ea801b	#b17cba	#728b91	#3b271b	#efa381
chikanobu2	20	#1a0d1a	#7b5b92	#3d6d2b	#c71911	#e3d5b9	#6b7742	#9f6b51	#b6aa9a	#0d2c63	#337db7	#de7c51	#485962	#b73f30	#f0dcca	#474979	#8a7a6a	#edc498	#803025	#ad84ba	#d59963
chikanobu2	20	#d4180b	#e6b47b	#efdad3	#171614	#b57fb6	#346827	#803023	#5f563b	#e17b48	#a67731	#1b1e4c	#421b1e	#b61910	#cba9b0	#454b7f	#e1d8b9	#c96561	#3086b5	#835f97	#fdc839
chikanobu2	20	#191918	#c51f0d	#eff1eb	#e5aa78	#7b5e96	#e47b45	#454080	#6c6f39	#ec891a	#de5826	#ecb81b	#819f47	#768b90	#d89b3b	#b37736	#aea46c	#e9d5b6	#465457	#1b2b4a	#f088c7
chikanobu2	20	#e0b98b	#161312	#817485	#e7e0cd	#ce2618	#e87f48	#e3ad7b	#e25a1d	#f2b21f	#0e2161	#201f4a	#675042	#bab696	#140d0f	#eec19b	#9abbcf	#bf8b6d	#b09a69	#cfc383	#aa2ebb
homer1	20	#986b48	#9b8b7d	#35171d	#c66f49	#dc9f61	#bb6c4b	#7297b1	#633c32	#ab5938	#8f3b29	#c98169	#8b8f92	#a4684c	#e6a658	#e2bba5	#94583b	#c2a7ae	#f6ca82	#4f3537	#cab083
homer1	20	#6e98ac	#92352c	#a39979	#211011	#da8e46	#b77b53	#1f0812	#c0704a	#888972	#926155	#a29f8d	#814832	#db895a	#98866e	#c28560	#a25b3a	#b9a0a7	#c69c6a	#782328	#6baace
homer1	20	#ebb557	#c45d3c	#70282b	#6c91a4	#a96f49	#848891	#4b332f	#b5412d	#4d1919	#a4684f	#932f2c	#ad9873	#150816	#7e4435	#d78b5c	#2a151c	#aaa393	#886551	#391123	#8ad344
homer1	20	#7795aa	#331011	#f2d48e	#c6583d	#9d553b	#b38153	#e4a773	#ad8b5a	#e4bca1	#c1744b	#685947	#9d7151	#a2a293	#87908c	#843930	#ea9b62	#8f5a48	#ce7142	#89826e	#5c6e17
homer1	20	#bf783c	#9a8d7f	#cf8e5d	#2a1313	#9f654c	#bf8863	#e2b956	#68352c	#6d4b3d	#df9e55	#8a8378	#a54224	#748ea5	#cc6335	#321815	#c07946	#868788	#9d744e	#a47f6f	#b2080d
macke1	20	#eae5c7	#a79e65	#eed13e	#83653c	#736e70	#6c4a34	#83a370	#9a6a39	#61443f	#a0493c	#cb9a51	#a9c879	#daca95	#65602f	#b6a45f	#696f67	#626c95	#b5c041	#8d665e	#57f989
macke1	20	#f5e945	#5e709c	#ce553a	#6c5e30	#eae9b0	#b1ac86	#a0afc6	#6e5131	#e9c070	#728744	#8ba33f	#938686	#727b55	#b5a39a	#a18563	#859e6a	#8d7731	#d39f54	#614642	#e36a00
macke1	20	#806266	#dfe8c8	#3b4268	#e6d641	#e4883e	#aac279	#856a5f	#894647	#554745	#81ac66	#cab740	#a34d39	#90a146	#99b2cc	#baa1a0	#9e8b5d	#748057	#8c908c	#abb091	#4c7fa7
macke1	20	#dae8cd	#735b6d	#8bac49	#e38439	#eddb41	#aaac90	#f0eab2	#abc240	#bca657	#fbb533	#5d523e	#cfa748	#7c7360	#b0c17d	#c0a29d	#6a5b2a	#8a877d	#fdaa2f	#808d46	#2f6d9d
macke1	20	#e5e3cd	#7f706e	#6e654c	#a8a25b	#eed045	#c49e52	#e0e6d8	#926935	#5c4d49	#696239	#738449	#834942	#8da970	#dd852d	#786267	#eeb639	#b1c273	#d3a542	#877934	#5a6980
monet1	20	#708468	#aaa8bc	#788792	#4e5369	#715a52	#828699	#699485	#698d6e	#41426a	#655b59	#84939b	#747148	#546c4e	#606b6c	#504c80	#9d8d99	#9ca7b0	#aeb4be	#79393e	#83f3b5
monet1	20	#96a4bd	#6c8e49	#5d4e7f	#744038	#60776b	#928885	#7d7665	#acb5c4	#aebacb	#7a6450	#4f344a	#615c47	#4e5f64	#4f475c	#7e8e96	#6b4a59	#635040	#777980	#81896e	#78633b
monet1	20	#617657	#50393a	#7e849d	#a3a9ad	#433366	#503a44	#a5a9a3	#618b51	#5b7581	#7a584e	#565163	#5d493d	#638c6e	#729288	#797b5a	#577d65	#4f4c52	#878752	#797981	#884124
monet1	20	#a1abc4	#54597d	#5b7352	#73a178	#73473b	#5b7063	#694d5e	#48345e	#4d384b	#bab9c9	#605c58	#524e4b	#767543	#7c884c	#b8c4c8	#614c40	#7a7b82	#75514a	#6d6074	#f2f3aa
monet1	20	#6d5f4b	#647864	#584762	#7d8491	#b4afb9	#679166	#848169	#9297a1	#756171	#597467	#6d7052	#80706b	#538268	#828858	#644c57	#634a3f	#9ea9ac	#8a9287	#72928c	#37b341
photo_joaquin_rosado	20	#9c8c53	#ad9a94	#283319	#76606d	#fffbff	#5b392b	#918974	#997750	#5a292d	#9ba5ab	#6b6a60	#3b4638	#787549	#65552b	#2f2537	#131014	#b2ab9f	#948686	#47694f	#7e560f
photo_joaquin_rosado	20	#7f6d93	#682927	#d9c244	#cdc5b8	#3a451d	#2a283b	#b49ea4	#88524a	#8b7291	#2b312b	#a19fb0	#45412f	#1b0c11	#c17b80	#adae62	#4a6459	#906c74	#b0adac	#ab9f63	#e742a5
photo_joaquin_rosado	20	#856b9a	#c67c7f	#beaf50	#4d4c58	#c9c0b3	#60292e	#3c3f36	#b6979f	#1c3c7b	#757d7f	#636459	#a2a0ae	#5c7122	#62483e	#354714	#eff3ea	#d8be45	#9a8c84	#66522a	#782a9b
photo_joaquin_rosado	20	#bc7783	#aea669	#866c95	#686653	#c2cfb1	#694f27	#664c3d	#d3c23c	#918470	#4d5552	#85854b	#4d714b	#173386	#86574e	#5d242f	#97784c	#91665a	#54642b	#584b6a	#75cf41
photo_joaquin_rosado	20	#f7fbf3	#926968	#606c67	#a19f97	#2a271e	#aeaca0	#463f36	#674f29	#9498a5	#824c4c	#5b6a33	#b0a06b	#88759a	#323816	#63402c	#5f2b2c	#d0c5b1	#7a7a81	#6c646f	#4cec90
photo_krikit	20	#b9c2de	#6c705e	#442916	#969524	#4f71ba	#b8ae59	#8187ae	#666b1a	#6d5623	#211513	#bdbc88	#0f2fb7	#9d9c20	#5c6b85	#768495	#848229	#22235b	#617db7	#8a7948	#964c2a
photo_krikit	20	#c5c01d	#dc2212	#2c5dcb	#adc9ef	#596838	#26288e	#b2b75b	#898771	#385aa8	#45422d	#415c85	#c87931	#818ab1	#5f615f	#bac387	#6e4d1f	#2b2e5d	#474858	#6296da	#1b21ac
photo_krikit	20	#1a33ae	#9aa121	#502814	#8b1019	#daedf5	#867753	#7e8ab2	#adb1b2	#180d0c	#3e5bab	#2a3a8e	#c88033	#57683a	#262038	#474d7f	#433e33	#3a1419	#b5cff2	#828722	#b67fac
photo_krikit	20	#920712	#dbe5ed	#3d55ce	#b7ba1f	#502f1e	#798f84	#5680bc	#8b924c	#769ec4	#a5b1bb	#3c5d86	#0b2caf	#c37834	#55688a	#464834	#9d881b	#9cac20	#878774	#331219	#c214ac
photo_krikit	20	#3d2c25	#5574bb	#767339	#aaa829	#acb9d5	#355dcf	#562610	#8185b2	#927d1e	#3e1017	#8f974d	#bdbc8c	#0b30b3	#aeb6b5	#5b6583	#636965	#5c7cac	#807f25	#27285b	#2135c7
photo_powi	20	#3a4517	#5e9be0	#a4ac17	#915c02	#e7eaed	#f0c315	#9abbe3	#120c09	#bb7d07	#947b60	#504d08	#3e7ac1	#9e9817	#41460d	#8aa714	#656414	#3d70cb	#81917e	#db9b0b	#c1311e
photo_powi	20	#d8dff0	#427ac6	#e2c115	#92520d	#50640c	#26360f	#6599e9	#8f9149	#b8c9e5	#6eb3e9	#ad8815	#619cd5	#b8c95c	#99bae8	#a2c419	#514d0b	#b97301	#c4c1be	#481d02	#e86e2c
photo_powi	20	#4f74c4	#ecf5ef	#86a213	#e19e0a	#29310e	#663603	#362642	#97b1e3	#596039	#9c7869	#6baae4	#61a3e2	#934f0b	#b6bf56	#d2dae0	#6293dc	#b7830c	#63428a	#706c15	#25a742
photo_powi	20	#dda516	#ebeee4	#417bc7	#8da613	#7b620e	#839182	#d3d494	#728d14	#4c680b	#5b5f37	#6095d8	#904810	#374a07	#b18816	#faeb1e	#b3c6e2	#9d961a	#839042	#5e4597	#0bb4c0
photo_powi	20	#a09f1a	#6597de	#946310	#39430c	#ede7ed	#a8c8e6	#5f3806	#98b5e6	#876106	#583f8e	#cfd799	#52410d	#467ebd	#566130	#35480a	#aac21e	#7b8d7f	#6a6d19	#3876d0	#c30133
photo_radiofreebarton	20	#a29471	#2f2c27	#fc85c2	#983b3d	#cee0dc	#e59179	#8b7985	#6a3c30	#803026	#601819	#f3bda5	#642a36	#1d1912	#aebcc0	#75a974	#5c5134	#852034	#fa90d2	#ad8576	#96a89c
